id,matchtime,mainteam,visitteam,m_score,v_score
4688,2017-12-14,卡塔尔,列支敦,1,2
4689,2017-11-15,卡塔尔,冰岛,1,1
4690,2017-11-12,卡塔尔,捷克,0,1
4691,2017-10-10,卡塔尔,库拉索,1,2
4692,2017-10-5,卡塔尔,新加坡,3,1
4693,2017-9-5,卡塔尔,中国,1,2
4695,2017-6-14,卡塔尔,韩国,3,2
4697,2017-3-23,卡塔尔,伊朗,0,1
4700,2016-11-10,卡塔尔,俄罗斯,2,1
4701,2016-10-11,卡塔尔,叙利亚,1,0
4702,2016-9-6,卡塔尔,乌兹别,0,1
4703,2016-8-25,卡塔尔,泰国,3,0
4704,2016-8-8,卡塔尔,伊拉克,2,1
4706,2015-11-14,卡塔尔,土耳其,1,2
4707,2015-10-13,卡塔尔,马尔代,4,0
4708,2015-10-8,卡塔尔,中国,1,0
4711,2015-3-30,卡塔尔,斯洛文,1,0
4713,2015-1-19,卡塔尔,巴林,1,2
4714,2015-1-15,卡塔尔,伊朗,0,1
4717,2014-11-6,卡塔尔,朝鲜,3,1
4718,2014-10-14,卡塔尔,澳大利,1,0
4721,2014-5-31,卡塔尔,马其顿,0,0
4722,2014-3-5,卡塔尔,巴林,0,0
4723,2013-10-14,卡塔尔,也门,6,0
4724,2013-6-5,卡塔尔,伊朗,0,1
4725,2013-2-6,卡塔尔,马来,2,0
4726,2012-11-14,卡塔尔,黎巴嫩,1,0
4727,2012-10-16,卡塔尔,乌兹别,0,1
4728,2012-6-9,卡塔尔,韩国,1,4
4729,2011-11-15,卡塔尔,巴林,0,0
4730,2011-11-11,卡塔尔,印尼,4,0
4731,2011-9-7,卡塔尔,伊朗,1,1
4732,2011-7-24,卡塔尔,越南,3,0
4733,2011-3-29,卡塔尔,俄罗斯,1,1
4734,2011-1-17,卡塔尔,科威特,3,0
4735,2017-11-14,巴勒斯,马尔代,8,1
4736,2017-10-10,巴勒斯,不丹,10,0
4737,2017-6-14,巴勒斯,阿曼,2,1
4738,2016-9-6,巴勒斯,塔吉克,1,1
4739,2016-3-29,巴勒斯,东帝汶,7,0
4740,2015-11-12,巴勒斯,马来,6,0
4741,2015-11-9,巴勒斯,沙特,0,0
4742,2015-9-8,巴勒斯,阿联酋,0,0
4743,2015-6-11,巴勒斯,沙特,2,3
4744,2015-1-16,巴勒斯,约旦,1,5
4749,2011-7-28,巴勒斯,泰国,2,2
4757,2018-5-30,亚美尼,马耳他,1,1
4758,2018-3-27,亚美尼,立陶宛,0,1
4759,2018-3-24,亚美尼,爱沙尼,0,0
4760,2017-11-13,亚美尼,塞浦路,3,2
4761,2017-11-9,亚美尼,白俄,4,1
4762,2017-10-5,亚美尼,波兰,1,6
4763,2017-9-4,亚美尼,丹麦,1,4
4764,2017-6-4,亚美尼,圣基茨,5,0
4765,2017-3-26,亚美尼,哈萨克,2,0
4766,2016-11-12,亚美尼,黑山,3,2
4767,2016-10-8,亚美尼,罗马尼,0,5
4768,2016-3-25,亚美尼,白俄,0,0
4769,2015-10-11,亚美尼,阿尔巴,0,3
4770,2015-9-7,亚美尼,丹麦,0,0
4771,2015-6-13,亚美尼,葡萄牙,2,3
4772,2014-10-14,亚美尼,法国,0,3
4773,2014-10-11,亚美尼,塞尔维,1,1
4774,2013-10-11,亚美尼,保加利,2,1
4775,2013-9-10,亚美尼,丹麦,0,1
4776,2013-6-7,亚美尼,马耳他,0,1
4777,2013-3-26,亚美尼,捷克,0,3
4779,2012-10-13,亚美尼,意大利,1,3
4781,2012-2-29,亚美尼,塞尔维,0,2
4782,2011-10-7,亚美尼,马其顿,4,1
4783,2011-3-26,亚美尼,俄罗斯,0,0
4784,2011-2-9,亚美尼,格鲁吉,1,2
4785,2010-10-12,亚美尼,安道尔,4,0
4786,2010-10-8,亚美尼,斯洛伐,3,1
4787,2010-9-3,亚美尼,爱尔兰,0,1
4791,2009-10-10,亚美尼,西班牙,1,2
4792,2009-9-9,亚美尼,比利时,2,1
4793,2009-9-5,亚美尼,波黑,0,2
4795,2009-3-28,亚美尼,爱沙尼,2,2
4796,2008-9-6,亚美尼,土耳其,0,2
4798,2007-11-21,亚美尼,哈萨克,0,1
4799,2007-10-13,亚美尼,塞尔维,0,0
4800,2007-8-22,亚美尼,葡萄牙,1,1
4804,2005-9-4,亚美尼,荷兰,0,1
4807,2018-2-4,利比亚,苏丹,1,1
4808,2018-1-20,利比亚,尼日利,0,1
4809,2018-1-16,利比亚,赤道几,3,0
4810,2017-10-8,利比亚,民刚果,1,2
4811,2017-9-5,利比亚,几内亚,1,0
4813,2017-6-10,利比亚,塞舌尔,5,1
4816,2016-11-12,利比亚,突尼斯,0,1
4817,2016-6-4,利比亚,摩洛哥,1,1
4819,2015-11-13,利比亚,卢旺达,1,0
4821,2015-9-7,利比亚,佛得角,1,2
4827,2013-6-14,利比亚,多哥,2,0
4828,2013-6-7,利比亚,民刚果,0,0
4830,2012-6-10,利比亚,喀麦隆,2,1
4831,2012-1-30,利比亚,塞内加,2,1
4832,2012-1-25,利比亚,赞比亚,2,2
4849,2006-1-24,利比亚,科特迪,1,2
4855,2017-11-14,越南,阿富汗,0,0
4856,2017-10-10,越南,柬埔寨,5,0
4857,2017-6-13,越南,约旦,0,0
4858,2017-3-22,越南,中华台,1,1
4859,2016-12-7,越南,印尼,2,1
4861,2016-11-8,越南,印尼,3,2
4862,2016-10-6,越南,朝鲜,5,2
4865,2016-5-31,越南,叙利亚,2,0
4866,2016-3-24,越南,中华台,4,1
4867,2015-10-13,越南,泰国,0,3
4868,2015-10-8,越南,伊拉克,1,1
4871,2014-12-11,越南,马来,2,4
4872,2014-11-28,越南,菲律宾,3,1
4874,2014-11-22,越南,印尼,2,2
4875,2014-11-16,越南,马来,3,1
4878,2013-11-15,越南,乌兹别,0,3
4879,2013-7-17,越南,阿森纳,1,7
4880,2013-2-6,越南,阿联酋,1,2
4881,2012-11-27,越南,菲律宾,0,1
4882,2012-11-24,越南,缅甸,1,1
4884,2011-7-28,越南,卡塔尔,2,1
4885,2010-12-18,越南,马来,0,0
4886,2010-12-8,越南,新加坡,1,0
4887,2010-12-2,越南,缅甸,7,1
4890,2010-1-17,越南,中国,1,2
4891,2009-11-14,越南,叙利亚,0,1
4893,2009-1-14,越南,黎巴嫩,3,1
4894,2008-12-28,越南,泰国,1,1
4895,2008-12-17,越南,新加坡,0,0
4896,2008-12-10,越南,老挝,4,0
4901,2007-7-16,越南,日本,1,4
4902,2007-7-8,越南,阿联酋,2,0
4909,2017-6-10,尼日尔,斯威士兰,0,0
4911,2016-3-29,尼日尔,塞内加,1,2
4914,2015-11-13,尼日尔,喀麦隆,0,3
4916,2015-10-13,尼日尔,索马里,4,0
4917,2015-6-14,尼日尔,纳米比,1,0
4919,2014-11-19,尼日尔,莫桑比,1,1
4920,2014-10-11,尼日尔,赞比亚,0,0
4922,2013-9-7,尼日尔,刚果,2,2
4924,2013-6-9,尼日尔,布基纳,0,1
4925,2013-1-29,尼日尔,加纳,0,3
4926,2013-1-25,尼日尔,民刚果,0,0
4930,2012-2-1,尼日尔,摩洛哥,0,1
4931,2012-1-27,尼日尔,突尼斯,1,2
4942,2016-9-3,海地,哥斯达,0,1
4943,2016-6-5,海地,秘鲁,0,1
4944,2016-3-26,海地,巴拿马,0,0
4945,2015-11-18,海地,牙买加,0,1
4946,2015-9-9,海地,格林纳,3,0
4947,2015-7-19,海地,牙买加,0,1
4948,2015-7-14,海地,洪都拉,1,0
4949,2013-7-9,海地,洪都拉,0,2
4950,2009-7-9,海地,格林纳,2,0
4952,2008-10-12,海地,萨尔瓦,0,0
4953,2008-9-11,海地,哥斯达,1,3
4954,2008-8-21,海地,苏里南,2,2
4956,2007-6-12,海地,加拿大,0,2
4957,2007-6-10,海地,哥斯达,1,1
4960,2018-5-29,阿塞拜,吉尔吉,3,0
4961,2018-3-27,阿塞拜,马其顿,1,1
4962,2018-3-23,阿塞拜,白俄,0,1
4963,2018-1-30,阿塞拜,摩尔多,0,0
4964,2017-10-5,阿塞拜,捷克,1,2
4965,2017-9-4,阿塞拜,圣马力,5,1
4966,2017-6-10,阿塞拜,北爱,0,1
4967,2017-3-26,阿塞拜,德国,1,4
4968,2016-10-8,阿塞拜,挪威,1,0
4969,2016-6-4,阿塞拜,加拿大,1,1
4970,2016-5-26,阿塞拜,安道尔,0,0
4971,2016-3-26,阿塞拜,哈萨克,0,1
4972,2015-11-18,阿塞拜,摩尔多,2,1
4973,2015-10-10,阿塞拜,意大利,1,3
4974,2015-9-3,阿塞拜,克罗地,0,0
4975,2015-3-29,阿塞拜,马耳他,2,0
4976,2014-11-17,阿塞拜,挪威,0,1
4977,2014-9-9,阿塞拜,保加利,1,2
4978,2013-10-16,阿塞拜,俄罗斯,1,1
4979,2013-10-11,阿塞拜,北爱,2,0
4981,2013-6-7,阿塞拜,卢森堡,1,1
4982,2013-3-27,阿塞拜,葡萄牙,0,2
4984,2012-9-7,阿塞拜,以色列,1,1
4989,2011-10-7,阿塞拜,奥地利,1,4
4990,2011-9-6,阿塞拜,哈萨克,3,2
4991,2011-9-2,阿塞拜,比利时,1,1
4993,2011-6-8,阿塞拜,德国,1,3
4994,2011-2-10,阿塞拜,匈牙利,0,2
4995,2010-10-12,阿塞拜,土耳其,1,0
5000,2009-10-14,阿塞拜,俄罗斯,1,1
5001,2009-9-5,阿塞拜,芬兰,1,2
5002,2009-8-12,阿塞拜,德国,0,2
5003,2009-6-9,阿塞拜,西班牙,0,6
5004,2009-6-6,阿塞拜,威尔士,0,1
5006,2008-9-10,阿塞拜,列支敦,0,0
5007,2007-11-22,阿塞拜,比利时,0,1
5008,2007-10-17,阿塞拜,塞尔维,1,6
5009,2007-10-13,阿塞拜,葡萄牙,0,2
5021,2016-3-24,马达加斯,中非,1,1
5022,2015-11-13,马达加斯,塞内加,2,2
5024,2015-9-6,马达加斯,安哥拉,0,0
5041,2018-1-22,毛里塔尼,几内亚,0,1
5047,2016-6-4,毛里塔尼,喀麦隆,0,1
5048,2016-3-26,毛里塔尼,冈比亚,2,1
5049,2015-11-14,毛里塔尼,突尼斯,1,2
5051,2015-10-14,毛里塔尼,南苏丹,4,0
5052,2015-9-6,毛里塔尼,南非,3,1
5064,2018-3-27,朝鲜,香港,2,0
5065,2017-12-12,朝鲜,韩国,0,1
5066,2017-11-10,朝鲜,马来,4,1
5067,2017-9-5,朝鲜,黎巴嫩,2,2
5070,2015-11-17,朝鲜,巴林,2,0
5071,2015-10-13,朝鲜,也门,1,0
5072,2015-10-8,朝鲜,菲律宾,0,0
5073,2015-8-2,朝鲜,日本,2,1
5074,2015-6-16,朝鲜,乌兹别,4,2
5075,2015-1-14,朝鲜,沙特,1,4
5079,2011-11-15,朝鲜,日本,1,0
5080,2011-10-11,朝鲜,乌兹别,0,1
5081,2011-9-6,朝鲜,塔吉克,1,0
5082,2011-1-11,朝鲜,阿联酋,0,0
5084,2010-6-25,朝鲜,科特迪,0,3
5089,2009-6-6,朝鲜,伊朗,0,0
5090,2009-3-28,朝鲜,阿联酋,2,0
5091,2009-2-11,朝鲜,沙特,1,0
5092,2008-9-10,朝鲜,韩国,1,1
5093,2008-6-14,朝鲜,约旦,2,0
5094,2008-6-7,朝鲜,土库曼,1,0
5095,2008-3-26,朝鲜,韩国,0,0
5101,2017-6-11,中非,卢旺达,2,1
5103,2016-3-28,中非,马达加斯,2,1
5106,2015-9-6,中非,民刚果,2,0
5107,2013-9-7,中非,埃塞俄,1,2
5108,2013-6-8,中非,南非,0,3
5116,2018-3-27,约旦,越南,1,1
5117,2018-3-21,约旦,科威特,1,0
5118,2018-1-11,约旦,芬兰,1,2
5119,2017-12-25,约旦,利比亚,1,1
5120,2017-9-6,约旦,阿富汗,4,1
5121,2017-3-28,约旦,柬埔寨,7,0
5124,2016-11-15,约旦,黎巴嫩,0,0
5126,2016-8-18,约旦,卡塔尔,2,3
5127,2016-3-24,约旦,孟加拉,8,0
5128,2015-11-11,约旦,马耳他,2,0
5129,2015-10-13,约旦,塔吉克,3,0
5130,2015-10-8,约旦,澳大利,2,0
5132,2015-9-3,约旦,吉尔吉,0,0
5133,2015-6-16,约旦,特立尼,3,0
5134,2015-6-5,约旦,科威特,2,2
5135,2015-5-30,约旦,黎巴嫩,0,0
5137,2015-1-12,约旦,伊拉克,0,1
5138,2014-11-14,约旦,韩国,0,1
5140,2014-3-5,约旦,叙利亚,2,1
5141,2013-11-13,约旦,乌拉圭,0,5
5142,2013-10-15,约旦,阿曼,0,0
5143,2013-9-6,约旦,乌兹别,1,1
5144,2013-6-18,约旦,阿曼,1,0
5145,2013-3-26,约旦,日本,2,1
5146,2013-2-6,约旦,新加坡,4,0
5147,2012-9-11,约旦,澳大利,2,1
5148,2012-6-3,约旦,伊拉克,1,1
5149,2011-11-15,约旦,伊拉克,1,3
5150,2011-11-11,约旦,新加坡,2,0
5151,2011-9-6,约旦,中国,2,1
5156,2011-1-17,约旦,叙利亚,2,1
5157,2011-1-13,约旦,沙特,1,0
5160,2010-11-16,约旦,塞浦路,0,0
5163,2010-3-3,约旦,新加坡,2,1
5166,2017-6-11,塞拉利,肯尼亚,2,1
5169,2015-10-13,塞拉利,乍得,2,1
5170,2015-9-6,塞拉利,科特迪,0,0
5172,2014-11-14,塞拉利,科特迪,1,5
5173,2014-10-11,塞拉利,喀麦隆,0,0
5174,2014-9-10,塞拉利,民刚果,0,2
5175,2013-9-8,塞拉利,赤道几,3,2
5176,2013-6-9,塞拉利,突尼斯,2,2
5189,2018-6-2,肯尼亚,新西兰,2,1
5196,2017-3-23,肯尼亚,乌干达,1,1
5199,2016-6-5,肯尼亚,刚果,2,1
5202,2016-3-27,肯尼亚,几内比绍,0,1
5203,2015-11-13,肯尼亚,佛得角,1,0
5204,2015-10-11,肯尼亚,毛里求斯,0,0
5205,2015-9-6,肯尼亚,赞比亚,1,2
5207,2013-9-8,肯尼亚,纳米比,1,0
5208,2013-6-5,肯尼亚,尼日利,0,1
5216,2009-11-14,肯尼亚,尼日利,2,3
5217,2009-6-20,肯尼亚,莫桑比,2,1
5218,2009-3-28,肯尼亚,突尼斯,1,2
5233,2018-3-27,巴林,土库曼,4,0
5234,2018-3-22,巴林,巴勒斯,0,0
5235,2017-12-24,巴林,伊拉克,1,1
5237,2017-9-5,巴林,中华台,5,0
5240,2017-3-28,巴林,新加坡,0,0
5241,2017-3-23,巴林,塔吉克,1,1
5244,2016-9-2,巴林,新加坡,3,1
5245,2016-3-24,巴林,也门,3,0
5248,2015-10-13,巴林,菲律宾,2,0
5249,2015-10-8,巴林,乌兹别,0,4
5250,2015-9-3,巴林,朝鲜,0,1
5253,2015-3-27,巴林,哥伦比,0,6
5254,2015-1-15,巴林,阿联酋,1,2
5258,2013-11-19,巴林,也门,2,0
5259,2013-11-15,巴林,马来,1,0
5260,2013-3-22,巴林,卡塔尔,1,0
5263,2012-2-29,巴林,印尼,10,0
5264,2011-11-11,巴林,伊朗,1,1
5265,2011-9-3,巴林,卡塔尔,0,0
5268,2011-1-15,巴林,印度,5,2
5275,2009-11-18,巴林,也门,4,0
5277,2009-10-10,巴林,新西兰,0,0
5278,2009-9-6,巴林,沙特,0,0
5279,2009-6-18,巴林,乌兹别,1,0
5282,2009-4-1,巴林,卡塔尔,1,0
5293,2016-3-27,莫桑比,加纳,0,0
5294,2015-11-12,莫桑比,加蓬,1,0
5297,2015-6-14,莫桑比,卢旺达,0,1
5300,2014-11-15,莫桑比,赞比亚,0,1
5301,2014-10-11,莫桑比,佛得角,2,0
5302,2014-9-10,莫桑比,尼日尔,1,1
5306,2013-6-16,莫桑比,埃及,0,1
5307,2013-3-24,莫桑比,几内亚,0,0
5316,2010-1-13,莫桑比,贝宁,2,2
5317,2009-11-14,莫桑比,突尼斯,1,0
5318,2009-9-6,莫桑比,肯尼亚,1,0
5320,2009-3-29,莫桑比,尼日利,0,0
5327,2018-3-27,菲律宾,塔吉克,2,1
5328,2018-3-22,菲律宾,斐济,3,2
5329,2017-9-5,菲律宾,也门,2,2
5330,2017-3-28,菲律宾,尼泊尔,4,1
5331,2017-3-22,菲律宾,马来,0,0
5332,2016-11-25,菲律宾,泰国,0,1
5333,2016-11-22,菲律宾,印尼,2,2
5334,2016-11-19,菲律宾,新加坡,0,0
5335,2016-11-9,菲律宾,吉尔吉,1,0
5336,2016-10-10,菲律宾,朝鲜,1,3
5337,2016-10-7,菲律宾,巴林,1,3
5338,2016-3-29,菲律宾,朝鲜,3,2
5339,2015-11-12,菲律宾,也门,0,1
5340,2015-9-8,菲律宾,乌兹别,1,5
5341,2015-9-3,菲律宾,马尔代,2,0
5342,2015-6-11,菲律宾,巴林,2,1
5343,2014-12-6,菲律宾,泰国,0,0
5344,2014-11-25,菲律宾,印尼,4,0
5350,2012-12-8,菲律宾,新加坡,0,0
5351,2012-11-30,菲律宾,缅甸,2,0
5356,2010-12-16,菲律宾,印尼,0,1
5357,2010-12-5,菲律宾,越南,2,0
5365,2018-1-23,纳米比,赞比亚,1,1
5366,2017-11-11,纳米比,津巴布,3,1
5369,2017-7-5,纳米比,斯威士兰,1,0
5376,2016-3-29,纳米比,布隆迪,1,3
5377,2015-11-12,纳米比,几内亚,0,1
5379,2015-9-5,纳米比,塞内加,0,2
5389,2013-6-13,纳米比,尼日利,1,1
5390,2013-3-23,纳米比,马拉维,0,1
5400,2008-1-21,纳米比,摩洛哥,1,5
5405,2018-6-5,哈萨克,阿塞拜,3,0
5406,2017-10-8,哈萨克,亚美尼,1,1
5407,2017-9-1,哈萨克,黑山,0,3
5408,2017-6-10,哈萨克,丹麦,1,3
5409,2016-10-11,哈萨克,罗马尼,0,0
5410,2016-9-4,哈萨克,波兰,2,2
5411,2015-10-10,哈萨克,荷兰,1,2
5412,2015-6-12,哈萨克,土耳其,0,1
5414,2015-3-28,哈萨克,冰岛,0,3
5415,2014-10-13,哈萨克,捷克,2,4
5416,2014-9-9,哈萨克,拉脱维,0,0
5417,2013-9-10,哈萨克,瑞典,0,1
5418,2013-9-6,哈萨克,法罗,2,1
5420,2013-6-4,哈萨克,保加利,1,2
5421,2013-3-23,哈萨克,德国,0,3
5422,2012-10-12,哈萨克,奥地利,0,0
5423,2012-9-7,哈萨克,爱尔兰,1,2
5425,2011-10-11,哈萨克,奥地利,0,0
5426,2011-6-3,哈萨克,阿塞拜,2,1
5427,2011-2-9,哈萨克,白俄,1,1
5428,2010-10-13,哈萨克,德国,0,3
5429,2010-10-8,哈萨克,比利时,0,2
5430,2010-9-3,哈萨克,土耳其,0,3
5432,2009-10-14,哈萨克,克罗地,1,2
5433,2009-6-6,哈萨克,英格兰,0,4
5434,2009-4-1,哈萨克,白俄,1,5
5436,2008-9-10,哈萨克,乌克兰,1,3
5437,2008-8-20,哈萨克,安道尔,3,0
5438,2007-10-17,哈萨克,葡萄牙,1,2
5439,2007-9-12,哈萨克,比利时,2,2
5441,2007-6-6,哈萨克,阿塞拜,1,1
5442,2007-6-2,哈萨克,亚美尼,1,2
5447,2005-10-12,哈萨克,丹麦,1,2
5448,2005-9-7,哈萨克,希腊,1,2
5459,2017-6-11,津巴布,利比里,3,0
5460,2017-1-24,津巴布,突尼斯,2,4
5468,2016-3-28,津巴布,斯威士兰,4,0
5472,2015-9-6,津巴布,几内亚,1,1
5479,2013-9-8,津巴布,莫桑比,1,1
5482,2013-6-9,津巴布,埃及,2,4
5491,2010-6-2,津巴布,巴西,0,3
5503,2017-11-14,塔吉克,也门,0,0
5504,2017-10-10,塔吉克,尼泊尔,3,0
5505,2017-6-13,塔吉克,菲律宾,3,4
5506,2016-11-13,塔吉克,阿富汗,1,0
5507,2016-11-9,塔吉克,土库曼,3,0
5508,2016-10-5,塔吉克,巴勒斯,3,3
5510,2016-3-29,塔吉克,吉尔吉,0,1
5511,2015-11-12,塔吉克,孟加拉,5,0
5512,2015-9-8,塔吉克,澳大利,0,3
5513,2015-6-11,塔吉克,约旦,1,3
5517,2012-2-29,塔吉克,朝鲜,1,1
5518,2011-11-11,塔吉克,日本,0,4
5519,2011-9-2,塔吉克,乌兹别,0,1
5532,2017-11-11,新西兰,秘鲁,0,0
5533,2017-9-1,新西兰,所罗门,6,1
5534,2017-6-24,新西兰,葡萄牙,0,4
5535,2017-3-28,新西兰,斐济,2,0
5540,2014-5-30,新西兰,南非,0,0
5541,2013-11-20,新西兰,墨西哥,2,4
5545,2012-2-29,新西兰,牙买加,2,3
5547,2010-10-12,新西兰,巴拉圭,0,2
5548,2010-10-9,新西兰,洪都拉,1,1
5549,2010-6-15,新西兰,斯洛伐,1,1
5550,2010-5-29,新西兰,塞尔维,1,0
5551,2010-3-4,新西兰,墨西哥,0,2
5552,2009-11-14,新西兰,巴林,1,0
5553,2009-6-15,新西兰,西班牙,0,5
5559,2017-6-10,几内比绍,纳米比,1,0
5560,2017-1-23,几内比绍,布基纳,0,2
5562,2016-3-23,几内比绍,肯尼亚,1,0
5564,2015-9-5,几内比绍,刚果,2,4
5569,2018-6-2,泰国,中国,0,2
5572,2017-10-8,泰国,肯尼亚,1,0
5573,2017-8-31,泰国,伊拉克,1,2
5576,2017-6-13,泰国,阿联酋,1,1
5577,2017-3-23,泰国,沙特,0,3
5578,2016-12-17,泰国,印尼,2,0
5579,2016-12-8,泰国,缅甸,4,0
5580,2016-11-22,泰国,新加坡,1,0
5581,2016-11-19,泰国,印尼,4,2
5582,2016-11-15,泰国,澳大利,2,2
5583,2016-9-6,泰国,日本,0,2
5584,2016-6-5,泰国,约旦,2,0
5586,2016-6-3,泰国,叙利亚,2,2
5588,2016-3-27,泰国,韩国,0,1
5589,2015-11-12,泰国,中华台,4,2
5591,2015-9-8,泰国,伊拉克,2,2
5592,2015-9-3,泰国,阿富汗,2,0
5593,2015-6-5,泰国,巴林,1,1
5594,2015-5-24,泰国,越南,1,0
5598,2014-12-17,泰国,马来,2,0
5599,2014-12-10,泰国,菲律宾,3,0
5600,2014-11-29,泰国,缅甸,2,0
5602,2014-3-5,泰国,黎巴嫩,2,5
5603,2013-11-15,泰国,伊朗,0,3
5604,2013-10-10,泰国,巴林,1,0
5606,2013-7-28,泰国,利物浦,0,3
5607,2013-2-6,泰国,科威特,1,3
5608,2012-12-22,泰国,新加坡,1,0
5609,2012-12-13,泰国,马来,2,0
5610,2012-11-30,泰国,越南,3,1
5611,2012-11-27,泰国,缅甸,4,0
5612,2012-11-24,泰国,菲律宾,2,1
5615,2011-11-15,泰国,澳大利,0,1
5616,2011-10-11,泰国,沙特,0,0
5617,2011-10-6,泰国,约旦,0,0
5618,2011-9-6,泰国,阿曼,3,0
5619,2018-6-8,中华台,肯尼亚,0,4
5620,2018-6-5,中华台,新西兰,0,1
5621,2018-3-27,中华台,新加坡,1,0
5622,2017-12-5,中华台,老挝,2,0
5624,2017-12-3,中华台,菲律宾,3,0
5625,2017-10-10,中华台,巴林,2,1
5626,2017-10-5,中华台,蒙古,4,2
5627,2017-3-26,中华台,土库曼,1,3
5629,2016-10-11,中华台,东帝汶,2,1
5632,2016-6-2,中华台,柬埔寨,2,2
5634,2015-11-17,中华台,伊拉克,0,2
5636,2015-9-8,中华台,越南,1,2
5637,2015-6-16,中华台,泰国,0,2
5663,2017-6-10,马拉维,科摩罗,1,0
5665,2016-9-4,马拉维,斯威士兰,1,0
5669,2016-3-29,马拉维,几内亚,1,2
5670,2015-10-11,马拉维,坦桑尼,1,0
5672,2015-6-13,马拉维,津巴布,1,2
5675,2014-11-15,马拉维,马里,2,0
5676,2014-10-11,马拉维,阿尔及,0,2
5677,2014-9-10,马拉维,埃塞俄,3,2
5678,2013-6-12,马拉维,肯尼亚,2,2
5679,2013-6-5,马拉维,纳米比,0,0
5680,2012-10-13,马拉维,加纳,0,1
5681,2012-6-9,马拉维,尼日利,1,1
5688,2010-1-11,马拉维,阿尔及,3,0
5689,2009-10-10,马拉维,科特迪,1,1
5690,2009-9-5,马拉维,几内亚,2,1
5691,2009-6-6,马拉维,布基纳,0,1
5700,2018-3-25,多哥,科特迪,2,2
5702,2017-11-12,多哥,毛里求斯,6,0
5707,2017-1-25,多哥,民刚果,1,3
5710,2016-10-5,多哥,乌干达,1,0
5711,2016-9-5,多哥,吉布提,5,0
5712,2016-5-27,多哥,赞比亚,1,0
5713,2016-3-29,多哥,突尼斯,0,0
5714,2015-11-12,多哥,乌干达,0,1
5716,2015-6-14,多哥,利比里,2,1
5717,2014-11-15,多哥,几内亚,1,4
5718,2014-10-15,多哥,乌干达,1,0
5719,2014-9-10,多哥,加纳,2,3
5720,2013-9-8,多哥,民刚果,2,1
5721,2013-6-9,多哥,喀麦隆,2,0
5722,2013-1-31,多哥,突尼斯,1,1
5724,2012-10-14,多哥,加蓬,2,1
5730,2009-11-14,多哥,加蓬,1,0
5731,2009-9-6,多哥,摩洛哥,1,1
5733,2009-3-28,多哥,喀麦隆,1,0
5741,2006-6-24,多哥,法国,0,2
5742,2006-6-19,多哥,瑞士,0,2
5751,2015-9-5,安提瓜,危地马,1,0
5753,2012-10-13,安提瓜,美国,1,2
5754,2012-9-12,安提瓜,危地马,0,1
5755,2012-6-13,安提瓜,牙买加,0,0
5759,2018-6-8,立陶宛,伊朗,0,1
5760,2017-10-8,立陶宛,英格兰,0,1
5761,2017-9-2,立陶宛,苏格兰,0,3
5762,2017-6-11,立陶宛,斯洛伐,1,2
5763,2016-10-12,立陶宛,马耳他,2,0
5764,2016-9-4,立陶宛,斯洛文,2,2
5765,2016-5-29,立陶宛,爱沙尼,2,0
5766,2015-10-13,立陶宛,英格兰,0,3
5767,2015-9-9,立陶宛,圣马力,2,1
5768,2015-6-15,立陶宛,瑞士,1,2
5769,2014-10-13,立陶宛,斯洛文,0,2
5770,2014-10-10,立陶宛,爱沙尼,1,0
5771,2013-10-16,立陶宛,波黑,0,1
5772,2013-10-11,立陶宛,拉脱维,2,0
5773,2013-9-10,立陶宛,列支敦,2,0
5774,2013-6-8,立陶宛,希腊,0,1
5775,2012-9-8,立陶宛,斯洛伐,1,1
5776,2012-5-30,立陶宛,俄罗斯,0,0
5777,2011-10-12,立陶宛,捷克,1,4
5778,2011-9-2,立陶宛,列支敦,0,0
5780,2011-3-30,立陶宛,西班牙,1,3
5781,2011-3-26,立陶宛,波兰,2,0
5782,2010-9-4,立陶宛,苏格兰,0,0
5784,2009-10-15,立陶宛,塞尔维,2,1
5785,2009-6-7,立陶宛,罗马尼,0,1
5786,2009-3-29,立陶宛,法国,0,1
5789,2008-10-15,立陶宛,法罗,1,0
5790,2008-9-11,立陶宛,奥地利,2,0
5792,2007-11-18,立陶宛,乌克兰,2,0
5793,2007-9-13,立陶宛,法罗,2,1
5795,2007-6-3,立陶宛,格鲁吉,1,0
5796,2007-3-25,立陶宛,法国,0,1
5799,2005-10-13,立陶宛,比利时,1,1
5800,2005-10-9,立陶宛,塞尔维,0,2
5801,2005-9-8,立陶宛,波黑,0,1
5809,2018-2-1,苏丹,尼日利,0,1
5810,2018-1-22,苏丹,摩洛哥,0,0
5811,2018-1-18,苏丹,毛里塔尼,1,0
5814,2017-6-10,苏丹,马达加斯,1,3
5816,2016-3-30,苏丹,科特迪,1,1
5817,2015-11-12,苏丹,赞比亚,0,1
5819,2015-6-15,苏丹,塞拉利,1,0
5820,2014-11-20,苏丹,刚果,0,1
5821,2014-10-12,苏丹,尼日利,1,0
5822,2014-9-6,苏丹,南非,0,3
5825,2013-6-8,苏丹,加纳,1,3
5828,2012-1-31,苏丹,布基纳,2,1
5829,2012-1-26,苏丹,安哥拉,2,2
5840,2009-11-15,苏丹,贝宁,1,2
5841,2009-6-21,苏丹,加纳,0,2
5842,2009-3-29,苏丹,马里,1,1
5849,2008-1-27,苏丹,埃及,0,3
5850,2008-1-23,苏丹,赞比亚,0,3
