id,matchtime,mainteam,visitteam,m_score,v_score
1119,2015-9-9,哥斯达,乌拉圭,1,0
1120,2015-7-12,哥斯达,萨尔瓦,1,1
1121,2015-7-9,哥斯达,牙买加,2,2
1122,2015-3-27,哥斯达,巴拉圭,0,0
1125,2014-6-30,哥斯达,希腊,1,1
1126,2014-6-24,哥斯达,英格兰,0,0
1127,2014-6-3,哥斯达,日本,1,3
1128,2014-3-6,哥斯达,巴拉圭,2,1
1130,2013-10-16,哥斯达,墨西哥,2,1
1131,2013-9-7,哥斯达,美国,3,1
1132,2013-7-14,哥斯达,伯利兹,1,0
1133,2013-7-10,哥斯达,古巴,3,0
1134,2013-6-19,哥斯达,巴拿马,2,0
1135,2013-6-8,哥斯达,洪都拉,1,0
1136,2013-3-27,哥斯达,牙买加,2,0
1137,2012-10-17,哥斯达,圭亚那,7,0
1138,2012-9-8,哥斯达,墨西哥,0,2
1139,2012-6-9,哥斯达,萨尔瓦,2,2
1140,2011-11-16,哥斯达,西班牙,2,2
1141,2011-10-8,哥斯达,巴西,0,1
1142,2011-8-11,哥斯达,厄瓜多,0,2
1143,2011-6-19,哥斯达,洪都拉,1,1
1144,2011-6-10,哥斯达,萨尔瓦,1,1
1145,2011-6-6,哥斯达,古巴,5,0
1147,2011-3-30,哥斯达,阿根廷,0,0
1150,2018-6-10,瑞典,秘鲁,0,0
1151,2018-6-3,瑞典,丹麦,0,0
1152,2018-3-25,瑞典,智利,1,2
1153,2018-1-12,瑞典,丹麦,1,0
1155,2017-11-11,瑞典,意大利,1,0
1156,2017-10-7,瑞典,卢森堡,8,0
1157,2017-6-10,瑞典,法国,2,1
1158,2017-3-26,瑞典,白俄,4,0
1159,2017-1-12,瑞典,斯洛伐,6,0
1160,2017-1-8,瑞典,科特迪,1,2
1161,2016-10-11,瑞典,保加利,3,0
1162,2016-9-7,瑞典,荷兰,1,1
1163,2016-6-23,瑞典,比利时,0,1
1164,2016-6-5,瑞典,威尔士,3,0
1165,2016-5-31,瑞典,斯洛文,0,0
1166,2016-3-30,瑞典,捷克,1,1
1168,2015-11-15,瑞典,丹麦,2,1
1169,2015-10-12,瑞典,摩尔多,2,0
1170,2015-9-9,瑞典,奥地利,1,4
1171,2015-6-15,瑞典,黑山,3,1
1172,2015-4-1,瑞典,伊朗,3,1
1175,2014-10-13,瑞典,列支敦,2,0
1176,2014-10-10,瑞典,俄罗斯,1,1
1177,2014-9-5,瑞典,爱沙尼,2,0
1178,2014-6-2,瑞典,比利时,0,2
1180,2013-11-20,瑞典,葡萄牙,2,3
1181,2013-10-16,瑞典,德国,3,5
1182,2013-10-12,瑞典,奥地利,2,1
1183,2013-8-15,瑞典,挪威,4,2
1184,2013-6-12,瑞典,法罗,2,0
1185,2013-6-4,瑞典,马其顿,1,0
1186,2013-3-23,瑞典,爱尔兰,0,0
1187,2013-2-7,瑞典,阿根廷,2,3
1188,2012-11-15,瑞典,英格兰,4,2
1189,2012-9-12,瑞典,哈萨克,2,0
1190,2012-9-7,瑞典,中国,1,0
1191,2012-8-16,瑞典,巴西,0,3
1192,2012-6-20,瑞典,法国,2,0
1193,2012-6-16,瑞典,英格兰,2,3
1194,2012-6-6,瑞典,塞尔维,2,1
1195,2012-5-31,瑞典,冰岛,3,2
1196,2011-10-12,瑞典,荷兰,3,2
1197,2011-6-8,瑞典,芬兰,5,0
1198,2011-3-30,瑞典,摩尔多,2,1
1199,2010-11-18,瑞典,德国,0,0
1200,2018-6-3,美国,爱尔兰,1,2
1201,2018-5-29,美国,玻利维,3,0
1202,2018-3-28,美国,巴拉圭,1,0
1203,2018-1-29,美国,波黑,0,0
1204,2017-10-7,美国,巴拿马,4,0
1205,2017-9-2,美国,哥斯达,0,2
1206,2017-7-27,美国,牙买加,2,1
1207,2017-7-20,美国,萨尔瓦,2,0
1208,2017-7-16,美国,尼加拉,3,0
1209,2017-7-13,美国,马提尼,3,2
1210,2017-7-9,美国,巴拿马,1,1
1211,2017-7-2,美国,加纳,2,1
1212,2017-6-9,美国,特立尼,2,0
1213,2017-6-4,美国,委内瑞,1,1
1214,2017-3-25,美国,洪都拉,6,0
1215,2017-2-4,美国,牙买加,1,0
1216,2016-11-12,美国,墨西哥,1,2
1217,2016-10-12,美国,新西兰,1,1
1218,2016-9-7,美国,特立尼,4,0
1219,2016-6-26,美国,哥伦比,0,1
1220,2016-6-22,美国,阿根廷,0,4
1221,2016-6-17,美国,厄瓜多,2,1
1222,2016-6-12,美国,巴拉圭,1,0
1223,2016-6-8,美国,哥斯达,4,0
1224,2016-6-4,美国,哥伦比,0,2
1225,2016-5-29,美国,玻利维,4,0
1226,2016-5-26,美国,厄瓜多,1,0
1227,2016-3-30,美国,危地马,4,0
1228,2016-2-6,美国,加拿大,1,0
1229,2016-2-1,美国,冰岛,3,2
1230,2015-11-14,美国,圣文森特,6,1
1231,2015-10-14,美国,哥斯达,0,1
1232,2015-10-11,美国,墨西哥,1,1
1233,2015-9-9,美国,巴西,1,4
1234,2015-9-5,美国,秘鲁,2,1
1235,2015-7-26,美国,巴拿马,1,1
1236,2015-7-23,美国,牙买加,1,2
1237,2015-7-19,美国,古巴,6,0
1238,2015-7-14,美国,巴拿马,1,1
1239,2015-7-11,美国,海地,1,0
1241,2015-7-4,美国,危地马,4,0
1242,2015-4-16,美国,墨西哥,2,0
1244,2014-11-15,美国,哥伦比,1,2
1245,2014-10-15,美国,洪都拉,1,1
1246,2014-10-11,美国,厄瓜多,1,1
1247,2014-6-26,美国,德国,0,1
1248,2014-6-23,美国,葡萄牙,2,2
1249,2014-6-8,美国,尼日利,2,1
1250,2018-6-10,奥地利,巴西,0,3
1251,2018-6-2,奥地利,德国,2,1
1252,2018-5-31,奥地利,俄罗斯,1,0
1253,2018-3-24,奥地利,斯洛文,3,0
1254,2017-11-15,奥地利,乌拉圭,2,1
1255,2017-10-7,奥地利,塞尔维,3,2
1256,2017-9-6,奥地利,格鲁吉,1,1
1257,2017-3-29,奥地利,芬兰,1,1
1258,2017-3-25,奥地利,摩尔多,2,0
1259,2016-11-16,奥地利,斯洛伐,0,0
1260,2016-11-13,奥地利,爱尔兰,0,1
1261,2016-10-7,奥地利,威尔士,2,2
1262,2016-6-14,奥地利,匈牙利,0,2
1263,2016-6-5,奥地利,荷兰,0,2
1264,2016-6-1,奥地利,马耳他,2,1
1265,2016-3-30,奥地利,土耳其,1,2
1266,2016-3-27,奥地利,阿尔巴,2,1
1267,2015-11-18,奥地利,瑞士,1,2
1268,2015-10-12,奥地利,列支敦,3,0
1269,2015-9-6,奥地利,摩尔多,1,0
1270,2015-4-1,奥地利,波黑,1,1
1271,2014-11-19,奥地利,巴西,1,2
1272,2014-11-16,奥地利,俄罗斯,1,0
1273,2014-10-12,奥地利,黑山,1,0
1274,2014-9-9,奥地利,瑞典,1,1
1275,2014-5-31,奥地利,冰岛,1,1
1276,2014-3-6,奥地利,乌拉圭,1,1
1277,2013-11-20,奥地利,美国,1,0
1278,2013-9-11,奥地利,爱尔兰,1,0
1279,2013-8-15,奥地利,希腊,0,2
1280,2013-6-8,奥地利,瑞典,2,1
1281,2013-3-23,奥地利,法罗,6,0
1282,2012-11-15,奥地利,科特迪,0,3
1283,2012-10-17,奥地利,哈萨克,4,0
1284,2012-9-12,奥地利,德国,1,2
1285,2012-8-16,奥地利,土耳其,2,0
1286,2012-6-6,奥地利,罗马尼,0,0
1287,2012-6-2,奥地利,乌克兰,3,2
1288,2012-3-1,奥地利,芬兰,3,1
1289,2011-9-7,奥地利,土耳其,0,0
1290,2011-8-11,奥地利,斯洛伐,1,2
1291,2011-6-8,奥地利,拉脱维,3,1
1292,2011-6-4,奥地利,德国,1,2
1293,2011-3-26,奥地利,比利时,0,2
1294,2010-11-18,奥地利,希腊,1,2
1295,2010-10-9,奥地利,阿塞拜,3,0
1296,2010-9-8,奥地利,哈萨克,2,0
1297,2010-8-12,奥地利,瑞士,0,1
1298,2010-5-20,奥地利,克罗地,0,1
1299,2010-3-4,奥地利,丹麦,2,1
1300,2018-3-28,塞内加,波黑,0,0
1301,2018-3-23,塞内加,乌兹别,1,1
1302,2017-11-15,塞内加,南非,2,1
1303,2017-9-3,塞内加,布基纳,0,0
1306,2017-6-11,塞内加,赤道几,3,0
1308,2017-1-24,塞内加,阿尔及,2,2
1309,2017-1-20,塞内加,津巴布,2,0
1310,2016-10-9,塞内加,佛得角,2,0
1311,2016-9-4,塞内加,纳米比,2,0
1312,2016-3-27,塞内加,尼日尔,2,0
1313,2015-11-18,塞内加,马达加斯,3,0
1316,2015-6-14,塞内加,布隆迪,3,1
1317,2015-1-24,塞内加,南非,1,1
1320,2014-11-20,塞内加,博茨瓦,3,0
1321,2014-10-11,塞内加,突尼斯,0,0
1322,2014-9-6,塞内加,埃及,2,0
1324,2013-11-17,塞内加,科特迪,1,1
1325,2013-9-8,塞内加,乌干达,1,0
1327,2013-3-24,塞内加,安哥拉,1,1
1329,2012-1-22,塞内加,赞比亚,1,2
1331,2011-8-11,塞内加,摩洛哥,0,2
1332,2011-3-27,塞内加,喀麦隆,1,0
1343,2008-2-1,塞内加,南非,1,1
1344,2008-1-28,塞内加,安哥拉,1,3
1349,2006-3-2,塞内加,挪威,2,1
1350,2018-6-5,斯洛伐,摩洛哥,1,2
1351,2018-6-1,斯洛伐,荷兰,1,1
1353,2017-11-15,斯洛伐,挪威,1,0
1354,2017-10-8,斯洛伐,马耳他,3,0
1355,2017-9-2,斯洛伐,斯洛文,1,0
1356,2016-11-12,斯洛伐,立陶宛,4,0
1357,2016-10-12,斯洛伐,苏格兰,3,0
1358,2016-9-4,斯洛伐,英格兰,0,1
1359,2016-6-21,斯洛伐,英格兰,0,0
